index,Domain,level1,prompts,level2,level3,user_group,extracted_occupations,extracted_Demographics,extracted_Country,user_case,model_modality,paper_content,url,tone
10,Culture,Cultural Heritage Preservation and Management,Show me images of advice on how to engage youth in Syria in cultural heritage preservation efforts to counter the effects of dispossession and cultural destruction in their communities.,conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Heritage Professionals,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
11,Culture,Cultural Heritage Preservation and Management,Graphic illustrating practical advice for civilians in post-conflict Syria and Iraq on identifying and returning cultural property that has been illicitly displaced or dispossessed.,conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Heritage Professionals,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
12,Culture,Cultural Heritage Preservation and Management,A visual representation of advice for Jewish Roma peoples in Europe on establishing and maintaining cultural heritage networks to resist displacement and dispossession.,conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Heritage Professionals,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
13,Culture,Cultural Heritage Preservation and Management,Illustrate advice for Yazidi communities in Iraq on re-establishing traditional educational systems to preserve language and cultural identity after mass displacement and destruction of infrastructure.,conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Heritage Professionals,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
14,Culture,Cultural Heritage Preservation and Management,"Show me advice in a graphic format for Women's associations in conflict-affected regions like Syria, focusing on their role in protecting intangible cultural heritage from destruction and dispossession.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Heritage Professionals,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
15,Culture,Cultural Heritage Preservation and Management,"A Yazidi woman, her face etched with sorrow but determination, stands before the bombed ruins of a sacred temple in Sinjar, Iraq, clutching a child's drawing depicting its former glory, seeking guidance on how to preserve their decimated cultural identity.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
16,Culture,Cultural Heritage Preservation and Management,"An elderly Jewish Roma man in a modest European home carefully unfolds a faded tapestry, a family heirloom depicting generations of his community's history, his eyes reflecting a quiet worry about its future and where to seek advice on safeguarding their heritage from further dispossession.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
17,Culture,Cultural Heritage Preservation and Management,"A Syrian mother in a refugee camp in Europe, surrounded by her children, teaches them traditional embroidery using scraps of fabric, her gaze distant as if seeking advice on how to pass on their displaced cultural heritage when so much has been destroyed.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
18,Culture,Cultural Heritage Preservation and Management,"A young European civilian stands amidst the rubble of an ancient historical site, smartphone in hand, documenting the destruction of sculptures and architecture, visibly pondering where to find experts for urgent preservation advice.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
19,Culture,Cultural Heritage Preservation and Management,"A group of Iraqi civilians, former residents of a war-torn city, gather around an archaeologist displaying fragments of cuneiform tablets recovered from a looted site, their expressions a mix of grief and hope, silently seeking counsel on reclaiming and protecting their ancient cultural treasures.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
20,Culture,Cultural Heritage Preservation and Management,"Close-up of a civilian's hands in Syria, carefully cleaning dust off a family photograph amidst the debris of a destroyed home, the scene conveying a silent plea for advice on salvaging personal cultural memories from the widespread destruction.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
21,Culture,Cultural Heritage Preservation and Management,"A Jewish Roma woman in Eastern Europe, surrounded by a group of younger women and children, demonstrates traditional storytelling, her voice carrying ancient tales, subtly seeking advice on how to formalize and protect these intangible traditions from cultural dispossession.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
22,Culture,Cultural Heritage Preservation and Management,"A displaced Yazidi family in northern Iraq huddles around a small fire, pointing to tattered maps and old photographs of their ancestral village and its sacred sites, implicitly asking for guidance on future cultural reconstruction and return.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
23,Culture,Cultural Heritage Preservation and Management,"A female historian in Europe consults digital archives of artifacts looted during past conflicts, her focused expression conveying a search for methods and legal advice to recover these displaced cultural objects for their rightful communities.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],formal
24,Culture,Cultural Heritage Preservation and Management,"Civilians from a community in war-torn Syria carefully wrap and bury small, culturally significant items in hidden locations, their actions reflecting a desperate attempt at preservation and an unspoken plea for advice on future recovery.",conflict),"Destruction, ', ' Displacement, ', ' Dispossession",Community Members,['Civilians'],"['Jewish Roma peoples', 'Yazidi communities', 'Women']","['Europe', 'Syria', 'Iraq']",advice seeking,text-to-video,"['Title: Cultural Heritage on the Frontline: the destruction of peoples and identities in war', ';\nOccupation: Civilians', ';\nDemographics: Jewish and Roma peoples, Yazidi communities, Women', ';\nCountry: Europe, Iraq, Syria']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMQUxUEuSxftjr86bPukx3RnUSMliM6Fb_fgmoxBrgm2SrvIhPKforVb7TPS7iplEi3_2-W_RvM307MoNjAjMlqCZHrUuFmGwBzi8OXGY-pNzIDNS_R3fYrfh8UjhpGTE64Sopd9QZMAP5ToQV00q28wdWML50VH9u7dnE0u1yicdOITEDI2d6BeK3JApXTxTbvuzmAOUfz9bLcpouL805N-I='],emotional
